user_id,monthly_price,discount_percent,churned,churn_date
526,499,0,0,
527,499,0,1,2024-08-07
528,499,20,0,
529,499,20,0,
530,1999,10,0,
531,999,0,0,
532,1999,10,0,
533,1999,10,0,
534,999,30,1,2024-04-02
535,999,20,0,
536,1999,20,0,
537,999,0,1,2024-07-25
538,499,20,0,
539,499,10,0,
540,499,30,0,
541,1999,0,0,
542,999,10,1,2024-08-04
543,499,0,0,
544,999,0,0,
545,999,30,0,
546,499,20,0,
547,499,20,0,
548,999,0,0,
549,999,20,0,
550,999,10,0,
551,999,10,0,
552,1999,10,1,2025-01-30
553,999,30,0,
554,999,0,1,2025-07-01
555,1999,30,0,
556,499,30,0,
557,499,0,0,
558,499,40,1,2025-10-23
559,999,40,0,
560,999,20,0,
561,999,0,0,
562,499,10,1,2024-11-24
563,499,0,0,
564,499,0,0,
565,499,20,0,
566,999,10,0,
567,499,10,0,
568,499,0,0,
569,1999,0,0,
570,499,40,1,2025-04-30
571,999,20,0,
572,999,30,1,2024-01-02
573,499,0,0,
574,999,30,0,
575,1999,20,0,
576,1999,0,0,
577,499,20,0,
578,1999,30,0,
579,499,0,0,
580,499,10,0,
581,499,40,0,
582,1999,30,0,
583,499,20,0,
584,499,0,0,
585,999,10,0,
586,499,20,1,2025-04-05
587,499,10,0,
588,499,40,1,2024-08-16
589,499,20,0,
590,499,0,0,
591,499,10,0,
592,999,0,0,
593,499,10,1,2024-02-09
594,499,10,1,2024-10-19
595,1999,0,0,
596,499,20,0,
597,999,0,1,2024-07-28
598,499,10,0,
599,499,0,0,
600,499,40,0,
601,499,0,0,
602,499,0,1,2025-02-20
603,499,20,0,
604,499,0,0,
605,499,0,0,
606,499,20,1,2024-05-24
607,499,0,0,
608,499,0,0,
609,999,0,0,
610,999,0,0,
611,499,20,0,
612,999,10,0,
613,999,0,0,
614,499,0,0,
615,1999,0,0,
616,1999,0,0,
617,499,0,1,2025-02-15
618,499,0,0,
619,999,0,0,
620,999,20,0,
621,499,30,0,
622,499,30,0,
623,499,0,1,2023-09-30
624,499,0,0,
625,999,0,0,
626,499,0,1,2025-01-11
627,499,10,0,
628,999,40,0,
629,499,30,0,
630,499,10,0,
631,999,10,0,
632,1999,0,0,
633,999,10,0,
634,999,10,0,
635,499,10,0,
636,499,10,0,
637,999,30,1,2024-12-19
638,499,10,1,2024-09-13
639,499,10,1,2023-12-03
640,499,0,0,
641,499,0,0,
642,499,0,1,2024-08-20
643,499,0,0,
644,499,20,0,
645,499,10,1,2025-06-20
646,1999,10,0,
647,999,20,0,
648,999,0,0,
649,999,20,0,
650,499,20,0,
651,499,0,0,
652,999,0,0,
653,999,10,0,
654,999,30,1,2024-04-29
655,499,0,1,2024-06-26
656,499,40,0,
657,499,10,0,
658,499,20,0,
659,999,30,0,
660,999,0,0,
661,499,0,0,
662,1999,0,0,
663,999,0,0,
664,499,40,0,
665,499,0,1,2024-12-04
666,499,30,1,2024-07-16
667,499,10,0,
668,499,0,0,
669,499,0,0,
670,499,20,1,2025-06-15
671,499,20,0,
672,1999,0,0,
673,499,30,1,2023-09-23
674,999,0,0,
675,499,10,0,
676,1999,10,0,
677,499,30,0,
678,499,0,0,
679,1999,0,0,
680,1999,0,0,
681,999,0,0,
682,499,20,0,
683,499,0,0,
684,999,10,1,2024-06-20
685,1999,20,0,
686,999,10,1,2024-07-10
687,999,20,0,
688,499,20,0,
689,999,0,1,2025-05-18
690,499,0,0,
691,499,0,0,
692,499,30,0,
693,999,10,0,
694,499,30,0,
695,499,10,0,
696,999,0,0,
697,499,20,0,
698,999,10,0,
699,499,0,0,
700,499,0,0,
701,999,0,0,
702,499,0,0,
703,499,20,0,
704,499,20,0,
705,499,20,1,2024-05-15
706,1999,0,0,
707,499,10,1,2025-09-03
708,999,20,0,
709,499,20,0,
710,999,20,1,2025-07-10
711,999,0,0,
712,999,0,0,
713,499,0,0,
714,499,0,1,2024-01-02
715,499,40,0,
716,1999,0,0,
717,999,30,1,2024-02-25
718,1999,20,0,
719,499,0,0,
720,999,10,0,
721,1999,10,0,
722,499,0,0,
723,499,0,0,
724,999,0,0,
725,999,10,0,
726,999,20,0,
727,499,10,0,
728,999,30,0,
729,499,20,0,
730,499,30,0,
731,499,10,1,2025-01-24
732,999,0,1,2023-08-13
733,999,10,1,2025-03-01
734,999,30,0,
735,499,10,0,
736,1999,10,0,
737,499,40,0,
738,999,0,0,
739,499,30,0,
740,499,10,0,
741,499,10,0,
742,499,0,0,
743,999,20,1,2024-03-07
744,999,30,0,
745,499,10,0,
746,1999,20,0,
747,499,10,0,
748,999,0,0,
749,1999,30,0,
750,999,20,0,
751,499,30,0,
752,1999,0,0,
753,999,30,0,
754,499,0,0,
755,499,0,0,
756,999,0,0,
757,999,0,0,
758,999,0,0,
759,1999,0,1,2024-04-12
760,999,0,0,
761,499,30,1,2025-05-10
762,499,30,1,2025-01-05
763,499,20,0,
764,999,10,0,
765,499,10,0,
766,999,10,0,
767,999,0,0,
768,1999,20,0,
769,499,0,0,
770,999,20,1,2024-11-14
771,499,10,1,2025-07-07
772,999,30,0,
773,499,40,0,
774,499,30,0,
775,999,20,0,
776,499,10,0,
777,499,0,0,
778,999,20,1,2025-11-29
779,999,0,1,2024-07-06
780,999,0,1,2024-04-20
781,999,10,0,
782,999,0,0,
783,499,30,0,
784,499,20,0,
785,499,20,0,
786,1999,20,1,2025-02-26
787,999,0,0,
788,499,40,1,2024-05-02
789,499,0,0,
790,1999,30,1,2024-09-10
791,499,30,0,
792,999,0,0,
793,999,20,0,
794,999,20,0,
795,499,40,0,
796,1999,0,0,
797,1999,10,1,2023-12-04
798,999,20,0,
799,999,0,0,
800,1999,30,0,
801,999,10,0,
802,499,20,1,2024-11-14
803,999,0,1,2026-01-26
804,999,0,0,
805,499,10,1,2025-06-13
806,999,0,0,
807,1999,40,0,
808,1999,20,1,2024-03-29
809,499,30,0,
810,499,10,1,2025-09-04
811,1999,10,0,
812,999,30,0,
813,499,0,1,2024-09-09
814,1999,10,0,
815,1999,10,0,
816,999,20,1,2024-10-25
817,999,20,1,2025-09-16
818,499,20,0,
819,499,10,1,2024-04-16
820,499,0,0,
821,999,30,1,2023-11-18
822,499,30,0,
823,499,0,0,
824,499,10,0,
825,999,0,0,
826,1999,20,0,
827,499,10,0,
828,499,0,0,
829,999,20,0,
830,499,0,1,2024-12-27
831,499,0,0,
832,499,0,0,
833,499,30,1,2024-07-05
834,499,10,0,
835,499,10,0,
836,499,20,0,
837,1999,0,0,
838,499,10,1,2024-11-05
839,999,0,0,
840,999,0,0,
841,499,10,0,
842,999,0,0,
843,499,20,0,
844,1999,10,0,
845,499,0,0,
846,499,20,0,
847,499,0,0,
848,1999,20,0,
849,999,10,0,
850,999,30,0,
851,499,0,0,
852,999,0,1,2025-08-02
853,499,0,0,
854,1999,0,0,
855,499,40,0,
856,499,20,0,
857,499,0,0,
858,499,0,0,
859,999,0,0,
860,499,0,1,2023-10-24
861,999,0,0,
862,499,0,0,
863,999,20,1,2024-08-22
864,499,10,0,
865,499,10,1,2025-04-10
866,999,20,0,
867,499,0,0,
868,499,0,0,
869,1999,0,0,
870,1999,10,0,
871,499,30,0,
872,499,30,1,2025-07-21
873,999,10,0,
874,499,20,0,
875,499,40,0,
876,499,10,1,2024-11-20
877,999,30,0,
878,999,10,0,
879,499,0,0,
880,499,30,1,2025-03-06
881,499,0,0,
882,999,20,0,
883,499,0,1,2024-04-06
884,499,30,1,2024-04-15
885,999,0,0,
886,499,0,1,2024-09-20
887,999,10,1,2024-07-28
888,499,10,0,
889,499,30,1,2025-10-18
890,499,20,0,
891,999,0,0,
892,1999,0,0,
893,999,10,0,
894,499,10,0,
895,999,30,0,
896,499,10,0,
897,499,30,0,
898,1999,0,0,
899,499,30,1,2024-12-02
900,499,0,0,
901,499,20,1,2023-11-20
902,499,10,1,2024-07-06
903,499,30,1,2024-08-04
904,999,0,0,
905,499,20,1,2024-04-30
906,1999,30,0,
907,999,20,0,
908,499,10,1,2025-03-28
909,499,20,0,
910,499,0,0,
911,999,0,0,
912,499,0,1,2023-04-26
913,999,30,0,
914,499,0,0,
915,999,0,0,
916,499,30,1,2025-09-29
917,499,20,0,
918,1999,20,0,
919,999,10,0,
920,499,20,0,
921,1999,10,0,
922,499,0,0,
923,1999,10,0,
924,999,10,0,
925,499,0,0,
926,499,0,0,
927,499,30,1,2024-08-20
928,999,30,0,
929,999,30,1,2023-11-22
930,499,20,0,
931,499,20,0,
932,999,0,0,
933,1999,0,0,
934,999,0,0,
935,499,0,0,
936,499,20,0,
937,499,30,0,
938,1999,30,0,
939,499,20,0,
940,999,10,0,
941,499,0,0,
942,999,30,0,
943,999,20,0,
944,999,10,0,
945,499,0,0,
946,499,30,1,2024-03-16
947,499,0,0,
948,1999,30,0,
949,1999,0,1,2024-08-16
950,999,0,1,2025-04-27
951,999,10,0,
952,999,0,0,
953,499,0,0,
954,1999,20,0,
955,499,0,0,
956,499,20,0,
957,999,10,0,
958,499,0,0,
959,499,0,0,
960,999,0,0,
961,499,10,0,
962,999,0,0,
963,499,0,0,
964,499,0,0,
965,499,0,1,2025-11-02
966,499,20,0,
967,999,0,0,
968,499,20,0,
969,999,30,1,2024-01-31
970,499,30,0,
971,999,10,0,
972,1999,20,0,
973,999,10,0,
974,499,10,0,
975,499,10,0,
976,499,20,0,
977,999,20,0,
978,499,20,0,
979,499,20,1,2023-08-11
980,999,30,0,
981,499,20,1,2025-04-25
982,999,30,0,
983,499,20,0,
984,499,20,0,
985,999,30,0,
986,499,20,0,
987,999,0,0,
988,499,0,1,2024-08-21
989,499,0,1,2026-03-31
990,999,30,0,
991,999,0,0,
992,999,0,0,
993,499,0,0,
994,999,0,0,
995,499,30,1,2024-03-18
996,499,0,0,
997,1999,20,0,
998,499,0,0,
999,1999,10,0,
1000,499,0,0,
1001,499,0,0,
1002,999,20,0,
1003,1999,10,0,
1004,999,10,0,
1005,999,0,1,2025-10-04
1006,999,10,0,
1007,999,20,0,
1008,999,0,0,
1009,499,10,0,
1010,499,0,1,2023-10-23
1011,499,30,0,
1012,1999,0,0,
1013,1999,30,0,
1014,499,30,0,
1015,999,0,0,
1016,1999,10,0,
1017,499,20,0,
1018,999,10,0,
1019,1999,20,0,
1020,499,10,0,
1021,999,30,0,
1022,499,0,0,
1023,1999,0,0,
1024,1999,40,0,
1025,1999,20,0,
1026,499,20,0,
1027,1999,30,1,2025-03-14
1028,999,10,1,2024-07-02
1029,499,0,0,
1030,999,30,1,2023-09-27
1031,499,0,1,2025-05-09
1032,999,0,0,
1033,499,0,1,2025-02-16
1034,499,30,1,2024-01-17
1035,499,0,1,2023-09-08
1036,999,20,0,
1037,499,0,0,
1038,999,20,1,2026-02-24
1039,499,10,0,
1040,499,20,0,
1041,999,0,1,2024-02-09
1042,999,0,1,2025-11-07
1043,499,0,1,2024-03-28
1044,999,30,0,
1045,1999,20,0,
1046,999,0,0,
1047,499,30,1,2025-06-22
1048,499,30,1,2025-06-13
1049,1999,0,0,
1050,499,20,1,2025-04-04
1051,1999,0,0,
1052,999,10,1,2024-01-02
1053,1999,10,1,2025-12-11
1054,999,20,0,
1055,1999,0,0,
1056,499,0,0,
1057,999,20,0,
1058,499,40,1,2025-08-18
1059,499,20,0,
1060,999,10,1,2024-08-28
1061,1999,0,0,
1062,1999,20,0,
1063,999,20,0,
1064,499,20,0,
1065,499,30,0,
1066,999,20,0,
1067,499,20,0,
1068,499,0,1,2025-10-17
1069,499,0,1,2025-05-05
1070,499,0,0,
1071,499,20,1,2025-09-05
1072,499,20,1,2024-04-24
1073,499,0,0,
1074,499,0,0,
1075,1999,30,0,
1076,499,0,0,
1077,499,0,0,
1078,999,0,0,
1079,499,30,1,2024-07-05
1080,1999,0,0,
1081,999,0,0,
1082,499,20,1,2025-04-27
1083,499,10,0,
1084,1999,10,0,
1085,1999,30,0,
1086,499,40,0,
1087,999,10,0,
1088,499,0,1,2023-06-13
1089,1999,10,0,
1090,499,0,0,
1091,1999,10,0,
1092,999,0,0,
1093,999,10,0,
1094,999,30,0,
1095,499,0,0,
1096,499,20,0,
1097,499,10,0,
1098,499,20,0,
1099,999,10,0,
1100,499,0,0,
1101,499,30,0,
1102,1999,20,1,2024-12-05
1103,1999,10,0,
1104,1999,30,1,2025-07-29
1105,1999,40,0,
1106,499,10,0,
1107,499,0,1,2025-02-19
1108,999,20,1,2025-09-29
1109,999,10,0,
1110,499,0,0,
1111,999,0,0,
1112,499,30,1,2024-06-26
1113,499,20,0,
1114,999,30,0,
1115,999,0,0,
1116,999,0,0,
1117,499,0,0,
1118,1999,40,0,
1119,499,0,0,
1120,499,10,0,
1121,1999,20,0,
1122,1999,20,0,
1123,1999,20,0,
1124,999,10,0,
1125,999,0,1,2024-02-04
1126,999,20,0,
1127,499,0,1,2025-11-18
1128,499,0,0,
1129,499,0,1,2025-01-06
1130,499,0,0,
1131,999,10,0,
1132,499,30,1,2024-06-29
1133,499,10,0,
1134,499,10,0,
1135,999,0,0,
1136,499,40,0,
1137,1999,30,0,
1138,499,30,1,2025-09-08
1139,499,0,0,
1140,999,10,1,2024-07-25
1141,999,0,0,
1142,499,10,0,
1143,999,0,0,
1144,999,0,0,
1145,499,40,0,
1146,1999,20,1,2024-04-14
1147,999,0,1,2023-04-07
1148,999,30,0,
1149,1999,0,1,2024-08-18
1150,1999,20,0,
1151,999,20,0,
1152,999,0,1,2025-07-23
1153,999,10,0,
1154,999,0,1,2024-09-02
1155,999,0,1,2024-09-07
1156,999,0,0,
1157,499,0,0,
1158,1999,30,0,
1159,1999,0,0,
1160,499,20,0,
1161,999,0,0,
1162,499,30,0,
1163,499,10,0,
1164,999,0,0,
1165,499,10,0,
1166,999,0,1,2026-03-25
1167,999,0,0,
1168,999,20,0,
1169,499,0,0,
1170,499,0,0,
1171,999,10,0,
1172,1999,0,0,
1173,999,0,0,
1174,499,10,0,
1175,999,0,0,
1176,999,30,0,
1177,999,10,0,
1178,499,0,1,2026-02-07
1179,999,0,1,2025-05-18
1180,999,40,0,
1181,1999,10,0,
1182,499,0,0,
1183,999,0,0,
1184,1999,10,0,
1185,499,0,0,
1186,1999,20,0,
1187,999,10,0,
1188,499,20,0,
1189,499,0,0,
1190,999,0,0,
1191,499,40,0,
1192,999,10,0,
1193,499,0,0,
1194,999,0,0,
1195,499,10,1,2025-12-30
1196,1999,20,0,
1197,1999,0,1,2023-07-29
1198,1999,30,1,2024-12-27
1199,999,0,0,
1200,499,0,0,
1201,999,0,0,
1202,499,30,0,
1203,499,40,1,2025-06-20
1204,499,0,0,
1205,499,0,0,
1206,999,30,0,
1207,999,0,0,
1208,499,0,0,
1209,499,30,0,
1210,1999,40,0,
1211,499,10,0,
1212,499,0,0,
1213,499,30,1,2025-10-09
1214,999,0,0,
1215,999,0,0,
1216,499,10,0,
1217,499,30,0,
1218,999,0,1,2025-01-06
1219,999,10,0,
1220,499,10,0,
1221,1999,30,0,
1222,499,20,1,2024-01-30
1223,499,20,0,
1224,1999,20,1,2023-10-14
1225,499,10,0,
1226,999,0,0,
1227,499,30,0,
1228,499,20,0,
1229,1999,20,0,
1230,499,20,1,2025-06-03
1231,1999,0,0,
1232,499,10,0,
1233,499,10,0,
1234,499,0,0,
1235,999,0,1,2024-03-17
1236,499,20,0,
1237,1999,20,1,2024-03-04
1238,499,30,0,
1239,1999,20,0,
1240,499,0,0,
1241,1999,0,0,
1242,999,10,0,
1243,999,30,0,
1244,999,0,0,
1245,999,20,0,
1246,999,0,0,
1247,499,0,0,
1248,499,20,1,2024-02-11
1249,1999,20,0,
1250,999,0,0,
1251,999,30,0,
1252,499,20,0,
1253,499,20,0,
1254,499,10,0,
1255,999,0,0,
1256,499,30,0,
1257,499,10,0,
1258,499,30,1,2024-04-24
1259,499,0,1,2025-08-12
1260,999,40,1,2025-10-27
1261,499,0,0,
1262,999,0,0,
1263,499,0,0,
1264,499,40,0,
1265,499,0,0,
1266,499,10,0,
1267,499,0,1,2024-08-24
1268,499,0,0,
1269,999,20,1,2025-06-25
1270,499,30,1,2023-10-23
1271,999,0,0,
1272,1999,10,0,
1273,999,10,0,
1274,499,0,0,
1275,499,30,0,
1276,499,10,0,
1277,499,40,0,
1278,1999,0,0,
1279,499,0,0,
1280,499,10,0,
1281,999,30,0,
1282,999,0,0,
1283,999,0,0,
1284,499,20,1,2025-08-13
1285,499,0,0,
1286,999,20,0,
1287,499,0,0,
1288,499,10,0,
1289,499,30,0,
1290,499,0,0,
1291,499,30,0,
1292,499,0,1,2025-07-04
1293,999,20,1,2024-06-09
1294,999,0,1,2023-11-27
1295,999,0,0,
1296,499,20,0,
1297,499,10,0,
1298,499,10,0,
1299,999,0,0,
1300,999,10,0,
1301,499,0,0,
1302,1999,0,0,
1303,499,10,1,2024-12-29
1304,999,30,0,
1305,999,10,0,
1306,1999,0,0,
1307,999,30,0,
1308,999,0,0,
1309,499,20,0,
